区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
丰台,红庭 ,2房间1卫,37.52,200,53305,,南,简装,有电梯,高楼层(共8层)2010年建板塔结合,,-
丰台,7克拉 ,1房间1卫,39.92,200,50101,,东北,精装,有电梯,中楼层(共13层)2012年建塔楼,,-
丰台,芳星园三区 ,1室1厅,66.62,380,57040,,东,简装,无,低楼层(共15层)2000年建板塔结合,,-
丰台,方庄6号 ,3室1厅,117.37,850,72421,,西北,精装,有电梯,低楼层(共16层)2007年建板塔结合,,-
丰台,园博嘉园 ,2室1厅,96.42,520,53931,,东南,精装,无,低楼层(共15层)2015年建,,-
丰台,园博嘉园 ,2室1厅,85.15,440,51674,,东西北,其他,无,中楼层(共15层)2015年建,,-
丰台,富锦嘉园四区 ,4室2厅,163.61,760,46452,,南北,精装,无电梯,高楼层(共7层)2003年建板楼,,-
丰台,蔚园 ,2室2厅,95.92,450,46915,,南西北,精装,有电梯,高楼层(共20层)1997年建塔楼,,-
丰台,领秀翡翠山 ,3室2厅,156.9,780,49714,,南北,精装,无,中楼层(共6层)板楼,,-
丰台,紫芳园一区 ,车位,28.9,36,12457,,南,-,无,2000年建板楼,,-
丰台,玺萌鹏苑 ,2室1厅,82.74,519,62727,,西北,简装,有电梯,低楼层(共24层)2002年建塔楼,,-
丰台,华富丽苑 ,1室1厅,75.51,420,55622,房本满五年,南,简装,有电梯,低楼层(共30层)2007年建塔楼,,-
丰台,旭日嘉园 ,3室1厅,129.19,903,69898,房本满五年,东北,简装,有电梯,中楼层(共24层)2002年建塔楼,,-
丰台,西府兰庭 ,3室1厅,154.45,1204,77955,房本满五年,南北,精装,有电梯,低楼层(共18层)2006年建板楼,,-
丰台,珠江御景 ,3室1厅,137.25,590,42988,房本满五年,南,简装,无,中楼层(共11层)2008年建,,-
丰台,珠江御景 ,3室2厅,136.96,620,45269,房本满五年,南北,精装,无,低楼层(共9层)2000年建,,-
丰台,中体奥林匹克花园一期 ,2室2厅,104.17,450,43199,房本满五年,南北,精装,无,中楼层(共6层)2007年建板楼,,-
丰台,中体奥林匹克花园一期 ,3室2厅,158.7,790,49780,房本满五年,南北,简装,无,高楼层(共6层)2007年建板楼,,-
丰台,汤泉墅 ,3室2厅,93.1,470,50484,房本满五年,南西北,简装,无,顶层(共6层)2011年建板楼,,-
丰台,中海苏黎世家 ,1室1厅,55.18,412,74665,房本满五年,东西,精装,无,低楼层(共10层)2012年建板楼,,-
丰台,春园 ,2室1厅,63.39,380,59947,房本满五年,西南,精装,无,高楼层(共18层)2000年建塔楼,,-
丰台,张郭庄小区 ,3室1厅,92.82,360,38785,房本满五年,南北,简装,无,中楼层(共6层)1998年建,,-
丰台,芳城园一区 ,2室1厅,90.58,618,68227,房本满五年,东南,精装,有电梯,低楼层(共28层)1994年建塔楼,,-
丰台,京品小区 ,3室2厅,115.05,750,65190,房本满五年,南北,简装,有电梯,中楼层(共15层)2005年建板塔结合,,-
丰台,横七条 ,3室1厅,87.11,470,53955,房本满五年,东西,简装,无电梯,顶层(共6层)1997年建板楼,,-
丰台,慧时欣园 ,2室1厅,110.83,710,64063,房本满五年,南北,简装,有电梯,中楼层(共26层)2004年建板塔结合,,-
丰台,鑫兆雅园北区 ,2室2厅,87.84,550,62614,房本满五年,南北,精装,有电梯,底层(共22层)2004年建板塔结合,,-
丰台,张郭庄小区 ,2室1厅,77.02,320,41548,房本满五年,南北,简装,无,底层(共6层)1998年建,,-
丰台,瑞丽江畔 ,2室1厅,98.22,589,59968,,东北,精装,有电梯,中楼层(共21层)2005年建塔楼,,-
丰台,首座绿洲 ,3室1厅,126.64,824,65067,,南,简装,有电梯,中楼层(共21层)2004年建塔楼,,-
丰台,东山坡三里 ,2室2厅,103.5,400,38648,,东西,简装,无,中楼层(共6层)2000年建板楼,,-
丰台,新月家园 ,3室1厅,113.03,610,53968,,南北,精装,无电梯,高楼层(共6层)2002年建板楼,,-
丰台,嘉业大厦 ,4室1厅,206.8,765,36993,,西北,简装,有电梯,顶层(共19层)2006年建塔楼,,-
丰台,北京山语城 ,3室2厅,117.36,585,49847,,南北,精装,无,高楼层(共6层)2012年建板楼,,-
丰台,园博府 ,4室2厅,262.74,1500,57091,,南北,精装,无,中楼层(共22层)2014年建板楼,,-
丰台,园博嘉园 ,3室2厅,135.38,750,55400,,南北,毛坯,无,中楼层(共18层)2014年建,,-
丰台,领秀翡翠山 ,3室2厅,162.22,1000,61645,,南北,毛坯,无,底层(共5层)板楼,,-
丰台,鸿业兴园二区 ,2室1厅,85.19,420,49302,,西南,简装,有电梯,低楼层(共21层)2009年建塔楼,,-
丰台,万科紫苑 ,3室1厅,95.08,700,73623,,南北,精装,有电梯,低楼层(共15层)2012年建板楼,,-
丰台,角门15号院 ,3室2厅,133.2,760,57058,,西南北,简装,有电梯,中楼层(共22层)2004年建塔楼,,-
丰台,玺萌丽苑 ,3室2厅,112.61,699,62073,,西,简装,无,底层(共23层)2001年建塔楼,,-
丰台,瑞丽江畔 ,2室2厅,98.64,610,61842,房本满五年,西,精装,有电梯,高楼层(共21层)2005年建塔楼,,-
丰台,风荷曲苑 ,1室0厅,46.16,420,90988,房本满五年,西,简装,有电梯,低楼层(共20层)2004年建塔楼,,-
丰台,芳城园三区 ,3室2厅,140.91,880,62452,房本满五年,东南,简装,无,顶层(共25层)1996年建塔楼,,-
丰台,中海御鑫阁 ,1室0厅,46.24,320,69205,房本满五年,东,精装,有电梯,低楼层(共20层)2012年建板楼,,-
丰台,未来66 ,1室0厅,48.93,318,64991,房本满五年,东南,精装,有电梯,底层(共22层)2004年建塔楼,,-
丰台,鸿业兴园一区 ,1室1厅,57.99,400,68978,房本满五年,东,简装,无,高楼层(共21层)2006年建塔楼,,-
丰台,润景家园 ,3室1厅,110.16,720,65360,房本满五年,西北,精装,无,中楼层(共24层)2005年建塔楼,,-
丰台,扑满山 ,1室1厅,80.47,320,39767,房本满五年,西,简装,无,高楼层(共18层)2004年建塔楼,,-
丰台,富锦嘉园四区 ,3室2厅,115.06,650,56493,房本满五年,南北,简装,无电梯,中楼层(共7层)2004年建板楼,,-
丰台,大成郡 ,车位,24.4,58,23771,房本满五年,南,-,无,2010年建板塔结合,,-
丰台,汤泉墅 ,3室1厅,91.74,580,63223,房本满五年,南北,精装,无,顶层(共6层),,-
丰台,远洋自然 ,2室1厅,101.41,690,68041,房本满五年,南,精装,有电梯,低楼层(共18层)2007年建板塔结合,,-
丰台,望园东里 ,2室1厅,107.91,650,60236,房本满五年,西南,精装,有电梯,高楼层(共19层)2006年建塔楼,,-
丰台,宜兰园 ,3室1厅,113.63,560,49283,房本满五年,南北,其他,无电梯,顶层(共6层)2002年建板楼,,-
丰台,东山坡一里 ,2室1厅,57.65,255,44233,,南北,其他,无,中楼层(共6层)1990年建板楼,,-
丰台,角门东里 ,3室1厅,91.32,550,60228,,南,简装,有电梯,底层(共18层)1998年建塔楼,,-
丰台,珠光御景一期 ,2室1厅,78.34,340,43401,,南,其他,无,低楼层(共6层)2013年建,,-
丰台,园博嘉园 ,2室1厅,89.08,435,48833,,东西,毛坯,无,高楼层(共14层)2015年建塔楼,,-
丰台,园博嘉园 ,2室1厅,88.79,438,49330,,东西,其他,无,低楼层(共14层)2015年建塔楼,,-
丰台,鹏润家园 ,2室2厅,149.65,920,61477,,南西,简装,有电梯,低楼层(共30层)2001年建塔楼,,-
丰台,扑满山 ,1室1厅,152.03,560,36835,,东北,精装,有电梯,中楼层(共18层)2004年建塔楼,,-
丰台,润景家园 ,2室1厅,91.85,610,66413,,东南,简装,有电梯,中楼层(共24层)2005年建塔楼,,-
丰台,芳城园一区 ,2室1厅,92.8,620,66811,,东南,精装,有电梯,中楼层(共27层)1992年建板塔结合,,-
丰台,政洋家园 ,3室2厅,114,650,57018,,南北,简装,有电梯,中楼层(共18层)1998年建塔楼,,-
丰台,嘉业大厦 ,2室1厅,137.21,545,39721,,西,简装,有电梯,中楼层(共17层)2006年建塔楼,,-
丰台,北京山语城 ,3室2厅,124.1,580,46737,,南北,简装,无,底层(共6层)2015年建板楼,,-
丰台,芳城园一区 ,2室1厅,70,420,60000,,西北,简装,有电梯,低楼层(共26层)1990年建塔楼,,-
丰台,懋源钓云台 ,4室2厅,193.98,2300,118569,,南北,精装,无,低楼层(共13层)2016年建板楼,,-
丰台,园博府 ,3室2厅,194.01,1180,60822,,南西北,精装,无,中楼层(共18层)2014年建板楼,,-
丰台,庄维花园 ,3室1厅,135.88,830,61084,,西南,简装,有电梯,底层(共24层)2002年建塔楼,,-
丰台,珠光御景一期 ,3室1厅,92.97,440,47328,房本满五年,南,毛坯,无,顶层(共5层)2013年建,,-
丰台,三环新城7号院 ,3室1厅,117.74,650,55207,房本满五年,南,简装,有电梯,低楼层(共29层)2004年建板塔结合,,-
丰台,卢沟桥城北路 ,2室0厅,50.52,260,51465,房本满五年,南,简装,无,顶层(共5层)1998年建,,-
丰台,沸城 ,3室2厅,120.75,543,44969,房本满五年,东南,精装,无,低楼层(共25层)2009年建板塔结合,,-
丰台,南宫雅苑一期 ,2室2厅,86.1,375,43555,房本满五年,南北,精装,无,低楼层(共6层)2003年建板楼,,-
丰台,汤泉墅 ,3室1厅,118.28,560,47346,房本满五年,南北,精装,无,底层(共6层)2015年建板楼,,-
丰台,蒲安东里 ,2室1厅,60.74,405,66678,房本满五年,南,简装,有电梯,中楼层(共18层)1994年建塔楼,,-
丰台,汤泉墅 ,1室1厅,72.42,325,44878,房本满五年,南,精装,无,中楼层(共6层)2011年建板楼,,-
丰台,汇达公寓 ,3室1厅,127.29,718,56407,房本满五年,东南,其他,有电梯,低楼层(共26层)2000年建塔楼,,-
丰台,福臻家园 ,2室1厅,85.81,630,73419,房本满五年,东南,精装,有电梯,高楼层(共12层)2008年建塔楼,,-
丰台,兆丰园 ,1室1厅,67.22,370,55044,房本满五年,西南,精装,有电梯,低楼层(共20层)2000年建塔楼,,-
丰台,和园居 ,2室2厅,124.59,800,64211,房本满五年,南,精装,有电梯,顶层(共14层)2005年建板楼,,-
丰台,红星北里 ,3室1厅,106.5,400,37559,房本满五年,南北,其他,无,顶层(共6层)1999年建板楼,,-
丰台,西罗园四区 ,2室1厅,65.82,390,59253,房本满五年,西北,简装,有电梯,高楼层(共24层)1993年建塔楼,,-
丰台,紫芳园一区 ,2室1厅,81.34,550,67618,,西南,精装,无,中楼层(共25层)2000年建塔楼,,-
丰台,东丽温泉 ,1室1厅,59.61,357,59890,,西,简装,有电梯,高楼层(共24层)2004年建塔楼,,-
丰台,珠江峰景 ,2室1厅,112.43,710,63151,,东南西北,精装,有电梯,高楼层(共21层)2006年建塔楼,,-
丰台,慧时欣园 ,2室1厅,89.98,520,57791,,西北,简装,有电梯,低楼层(共25层)2001年建塔楼,,-
丰台,左右坊 ,1室1厅,36.11,276,76434,,西,精装,无,顶层(共16层)2009年建板楼,,-
丰台,东山坡二里 ,2室1厅,53.6,230,42911,,南北,简装,无,中楼层(共5层)1995年建板楼,,-
丰台,卢沟桥南里 ,2室1厅,58.37,305,52253,,南北,简装,无电梯,中楼层(共6层)1990年建板楼,,-
丰台,万科红 ,2房间1卫,44.01,220,49989,,北,精装,有电梯,中楼层(共24层)2013年建塔楼,,-
丰台,园博嘉园 ,2室1厅,85.01,439,51641,,东西,其他,无,高楼层(共15层)2015年建,,-
丰台,角门东里 ,3室1厅,91.32,435,47635,,西南,精装,有电梯,顶层(共18层)1998年建塔楼,,-
丰台,南宫雅苑一期 ,2室1厅,82.41,385,46718,,南北,其他,无,底层(共6层)2003年建板楼,,-
丰台,东丽温泉 ,3室1厅,132.55,740,55828,,南北,简装,有电梯,低楼层(共18层)1997年建塔楼,,-
丰台,珠光逸景二期 ,3室1厅,92.03,415,45094,,南北,精装,无,中楼层(共6层)2014年建,,-
丰台,建工北国 ,3室1厅,95.59,500,52307,,南北,简装,有电梯,低楼层(共14层)1998年建板塔结合,,-
丰台,鹏润家园 ,3室1厅,104.3,750,71908,,西南,简装,有电梯,中楼层(共30层)2001年建塔楼,,-
丰台,草桥欣园四区 ,1室1厅,62.25,392,62972,,南北,简装,有电梯,底层(共18层)2003年建板楼,,-
丰台,草桥欣园四区 ,1室1厅,62.25,392,62972,房本满五年,南北,简装,有电梯,底层(共18层)2003年建板楼,,-
丰台,怡海花园富润园 ,1室1厅,71.93,450,62561,房本满五年,西南,简装,有电梯,高楼层(共18层)2001年建塔楼,,-
丰台,园博府 ,3室2厅,194.01,1100,56699,房本满五年,南北,其他,无,中楼层(共18层)2014年建板楼,,-
丰台,珠江峰景 ,3室2厅,144.31,1000,69296,房本满五年,南北,精装,有电梯,低楼层(共6层)2007年建板楼,,-
丰台,瑞丽江畔 ,2室1厅,98.22,538,54775,房本满五年,西北,精装,有电梯,低楼层(共21层)2005年建塔楼,,-
丰台,万年花城三期 ,1室1厅,66.76,445,66657,房本满五年,西北,简装,有电梯,中楼层(共20层)2006年建板塔结合,,-
丰台,园博嘉园 ,2室1厅,86.82,475,54711,房本满五年,南北,其他,无,高楼层(共15层)2014年建,,-
丰台,珠江御景 ,3室2厅,127.95,535,41814,房本满五年,南北,精装,无,中楼层(共9层)2006年建,,-
丰台,中体奥林匹克花园一期 ,3室1厅,140.22,650,46356,房本满五年,南北,精装,无,中楼层(共6层)2007年建板楼,,-
丰台,中景理想家 ,1室1厅,54.03,370,68481,房本满五年,南,精装,有电梯,低楼层(共19层)2007年建板楼,,-
丰台,珠光逸景二期 ,3室1厅,93.2,500,53649,房本满五年,南,精装,无,顶层(共6层)2014年建,,-
丰台,和义西里四区 ,4室2厅,179.28,710,39603,房本满五年,南北,精装,无电梯,顶层(共6层)2001年建板楼,,-
丰台,珠光逸景二期 ,3室1厅,90.83,440,48443,,南北,精装,无,低楼层(共6层)2014年建,,-
丰台,鹏润家园 ,2室1厅,101.54,720,70909,,东南,简装,有电梯,中楼层(共30层)2001年建塔楼,,-
丰台,晨欣园 ,3室2厅,133.41,780,58467,,南北,其他,无电梯,顶层(共6层)1998年建板楼,,-
丰台,珠江峰景 ,车位,26.38,28,10615,,南,-,无,2006年建塔楼,,-
丰台,云岗南区西里 ,2室0厅,53.9,270,50093,,东北,简装,无,中楼层(共5层)1995年建,,-
丰台,北京方向 ,2室1厅,83.34,570,68395,,南,精装,无,低楼层(共18层)2015年建板楼,,-
丰台,鹏润家园 ,2室1厅,75.21,540,71799,,西,简装,有电梯,底层(共16层)2001年建板楼,,-
丰台,珠光逸景二期 ,2室1厅,80.16,420,52396,,南,精装,无,顶层(共6层)2014年建,,-
丰台,紫芳园一区 ,车位,28.9,35,12111,,南,-,无,2003年建板楼,,-
丰台,恒松园 ,3室1厅,169.16,845,49953,,南西,精装,有电梯,中楼层(共23层)1998年建塔楼,,-
丰台,珠光御景一期 ,2室1厅,77.19,360,46639,,南北,精装,无,低楼层(共6层)2013年建,,-
丰台,园博嘉园 ,2室1厅,85.9,500,58208,,南北,其他,无,高楼层(共15层)2014年建,,-
丰台,东山坡二里 ,2室1厅,54,225,41667,,南北,简装,无,中楼层(共5层)1990年建板楼,,-
丰台,莲馨嘉园 ,车位,12.1,45,37191,,南,-,无,2002年建,,-
丰台,芳园 ,1室0厅,44.26,295,66652,,南,简装,无电梯,顶层(共6层)1995年建板楼,,-
丰台,珠江骏景北区 ,2室1厅,90.41,540,59728,,东北,简装,有电梯,底层(共18层)2005年建板塔结合,,-
丰台,沸城 ,3室1厅,131.56,620,47127,,南北,简装,有电梯,高楼层(共25层)2009年建板塔结合,,-
丰台,世华水岸B区 ,车位,27.23,42,15425,,南,-,无,2008年建板楼,,-
丰台,珠光御景一期 ,3室2厅,131.05,620,47311,房本满五年,南北,精装,无,底层(共5层)2013年建,,-
丰台,春园 ,3室2厅,148.78,850,57132,房本满五年,西南,精装,有电梯,高楼层(共18层)2001年建塔楼,,-
丰台,富卓苑 ,3室1厅,117,725,61966,房本满五年,东北,简装,有电梯,低楼层(共20层)2001年建塔楼,,-
丰台,张郭庄小区 ,2室1厅,77.12,320,41494,房本满五年,南北,其他,无,顶层(共6层)1999年建,,-
丰台,金泰城丽湾 ,1室1厅,60.55,540,89183,房本满五年,西北,简装,有电梯,高楼层(共18层)2007年建塔楼,,-
丰台,角门甲4号院 ,2室1厅,55.81,360,64505,房本满五年,南北,其他,无电梯,中楼层(共6层)1993年建板楼,,-
丰台,南宫雅苑一期 ,2室1厅,82.68,375,45356,房本满五年,南北,简装,无,低楼层(共6层)2003年建板楼,,-
丰台,莲香园 ,2室1厅,82.11,655,79772,房本满五年,西南,简装,有电梯,中楼层(共24层)1999年建塔楼,,-
丰台,万润风景 ,2室1厅,88.27,660,74771,房本满五年,南北,其他,有电梯,中楼层(共12层)2006年建板楼,,-
丰台,蔚园 ,2室1厅,58.02,368,63427,房本满五年,南北,简装,无,高楼层(共6层)1995年建板楼,,-
丰台,莲香园 ,3室1厅,106.34,730,68648,房本满五年,东北,简装,有电梯,低楼层(共24层)1999年建塔楼,,-
丰台,芳古园一区 ,3室1厅,167.38,1100,65719,房本满五年,东南南北,简装,有电梯,低楼层(共25层)1992年建塔楼,,-
丰台,丰台路口东里 ,3室1厅,80.37,482,59973,房本满五年,南北,精装,无电梯,高楼层(共6层)1992年建板楼,,-
丰台,正邦嘉园一期 ,4室2厅,175.59,880,50117,房本满五年,西北,简装,有电梯,高楼层(共22层)2001年建塔楼,,-
丰台,晓月苑三里 ,2室1厅,99.05,470,47451,房本满五年,南北,简装,无电梯,中楼层(共6层)1999年建板楼,,-
丰台,玉林东里三区 ,2室1厅,58.23,361,61996,房本满五年,南北,精装,无电梯,顶层(共6层)1990年建板楼,,-
丰台,政洋家园 ,2室2厅,82.21,534,64956,房本满五年,东南,简装,有电梯,底层(共18层)2000年建塔楼,,-
丰台,万科紫台 ,车位,27.61,65,23543,房本满五年,东西,-,无,2006年建板楼,,-
丰台,司达小区 ,2室1厅,60.3,379.9,62999,房本满五年,南北,简装,无电梯,中楼层(共6层)1988年建板楼,,-
丰台,政洋家园 ,2室1厅,82.21,493,59969,房本满五年,西南,其他,无,高楼层(共18层)2000年建塔楼,,-
丰台,菊源里 ,3室2厅,144.85,720,49707,房本满五年,南北,精装,无,低楼层(共6层)2001年建板楼,,-
丰台,中海九号公馆 ,3室2厅,178.81,1466,81987,房本满五年,南北,精装,有电梯,低楼层(共16层)2012年建板楼,,-
丰台,鸿业兴园一区 ,2室2厅,102.92,708,68792,,南北,精装,有电梯,高楼层(共16层)2004年建板楼,,-
丰台,南苑北里一区 ,2室1厅,75.36,354,46975,,南北,简装,无,顶层(共6层)2000年建板楼,,-
丰台,建邦华府 ,3室2厅,167.41,1050,62721,,西南,精装,有电梯,中楼层(共18层)2009年建塔楼,,-
丰台,7克拉 ,1房间1卫,30.19,159,52667,,东,精装,无,中楼层(共13层)2012年建板塔结合,,-
丰台,银地家园 ,1室1厅,66.08,330,49940,,西,其他,有电梯,中楼层(共14层)2004年建板楼,,-
丰台,太平桥西里 ,2室1厅,60.49,422,69764,,东北,精装,无,顶层(共6层)1992年建板楼,,-
丰台,润景家园 ,1室1厅,74.07,440,59404,,东南,简装,有电梯,顶层(共24层)2005年建塔楼,,-
丰台,阳光花园 ,3室1厅,126.18,1005,79649,,南北,毛坯,有电梯,高楼层(共16层)2010年建板楼,,-
丰台,银地家园 ,1室1厅,66.08,330,49940,房本满五年,西,其他,有电梯,中楼层(共14层)2004年建板楼,,-
丰台,鸿业兴园一区 ,2室2厅,102.92,708,68792,房本满五年,南北,精装,有电梯,高楼层(共16层)2004年建板楼,,-
丰台,7克拉 ,1房间1卫,30.19,159,52667,房本满五年,东,精装,无,中楼层(共13层)2012年建板塔结合,,-
丰台,润景家园 ,1室1厅,74.07,440,59404,房本满五年,东南,简装,有电梯,顶层(共24层)2005年建塔楼,,-
丰台,阳光花园 ,3室1厅,126.18,1005,79649,房本满五年,南北,毛坯,有电梯,高楼层(共16层)2010年建板楼,,-
丰台,枫竹苑二区 ,2室1厅,91.53,613,66973,房本满五年,南,精装,无,高楼层(共16层)2003年建板塔结合,,-
丰台,沸城 ,3室1厅,120.91,560,46316,房本满五年,南北,精装,无,低楼层(共25层)2009年建板塔结合,,-
丰台,政洋家园 ,2室1厅,82.21,493,59969,房本满五年,西南,其他,无,高楼层(共18层)2000年建塔楼,,-
丰台,西罗园一区 ,3室1厅,81.81,545,66618,房本满五年,南北,其他,有电梯,顶层(共22层)1993年建塔楼,,-
丰台,彩虹城一区 ,2室1厅,87.74,570,64965,房本满五年,东南,简装,有电梯,高楼层(共14层)2003年建板塔结合,,-
丰台,久敬佳园二区 ,2室1厅,96.62,510,52785,房本满五年,南北,简装,无电梯,低楼层(共6层)2005年建板楼,,-
丰台,玉林东里二区 ,2室1厅,54.2,346,63838,房本满五年,南北,其他,无电梯,顶层(共6层)1987年建板楼,,-
丰台,沸城 ,2室1厅,85.62,390,45551,房本满五年,南,精装,无,中楼层(共14层)2009年建板塔结合,,-
丰台,新华街三里 ,2室1厅,85.51,440,51456,,东南,简装,无,中楼层(共28层)2009年建塔楼,,-
丰台,糖人街 ,3室1厅,121.77,820,67341,,西南,简装,有电梯,高楼层(共24层)2004年建塔楼,,-
丰台,方安苑 ,2室1厅,115.26,660,57262,,东东北,简装,有电梯,中楼层(共24层)2000年建塔楼,,-
丰台,西宏苑 ,3室1厅,107.59,400,37179,,东南西,简装,有电梯,底层(共11层)2003年建板塔结合,,-
丰台,海户西里31号院 ,3室1厅,70.39,435,61799,,南北,精装,无,中楼层(共6层)1988年建板楼,,-
丰台,西府景园 ,3室2厅,117.67,635,53965,,东西,精装,有电梯,低楼层(共23层)2004年建板塔结合,,-
丰台,横一条 ,2室1厅,57.87,328,56679,,东西,简装,无电梯,高楼层(共6层)1988年建板楼,,-
丰台,珠江骏景中区 ,2室2厅,109.16,620,56798,,北,简装,有电梯,低楼层(共16层)2002年建塔楼,,-
丰台,北京方向 ,1室1厅,61.36,428,69753,,南,精装,无,顶层(共14层),,-
丰台,珠光御景一期 ,2室1厅,77.72,350,45034,,南北,精装,无,中楼层(共5层)2013年建,,-
丰台,鹏润家园 ,3室2厅,214.95,1326,61689,,南,毛坯,有电梯,顶层(共30层)2001年建塔楼,,-
丰台,鹏润家园 ,3室2厅,207.25,1283,61906,,南,毛坯,有电梯,顶层(共30层)2001年建塔楼,,-
丰台,张郭庄小区 ,2室1厅,77.72,310,39887,,南北,其他,无,顶层(共6层)1998年建,,-
丰台,领秀翡翠山 ,3室2厅,146.65,890,60689,,南北,精装,无,顶层(共6层)板楼,,-
丰台,园博嘉园 ,4室2厅,140.32,748,53307,,南北,精装,无,低楼层(共15层)2014年建,,-
丰台,园博府 ,车位,33.89,40,11803,,南,-,无,2014年建,,-
丰台,西罗园四区 ,2室1厅,58.28,355,60913,,南北,简装,无电梯,高楼层(共6层)1985年建板楼,,-
丰台,西罗园四区 ,2室1厅,58.28,355,60913,房本满五年,南北,简装,无电梯,高楼层(共6层)1985年建板楼,,-
丰台,园博府 ,3室2厅,243.97,1397,57262,,东南北,其他,无,底层(共15层)2014年建板楼,,-
丰台,六里桥北里 ,2室1厅,62.7,397,63318,,南西,简装,有电梯,顶层(共20层)1988年建塔楼,,-
丰台,莲馨嘉园 ,3室1厅,148.22,850,57348,,南西北,简装,有电梯,底层(共21层)2002年建塔楼,,-
丰台,京铁家园 ,2室2厅,125.42,750,59800,,南,简装,有电梯,低楼层(共22层)2002年建塔楼,,-
丰台,芳城园三区 ,4室1厅,153,750,49020,,西南,简装,有电梯,中楼层(共25层)1990年建塔楼,,-
丰台,五爱屯西街 ,3室2厅,110.95,510,45967,,南北,简装,无电梯,底层(共6层)1999年建板楼,,-
丰台,天龙华鹤 ,2室1厅,104.08,480,46119,,南,精装,有电梯,低楼层(共29层)2008年建塔楼,,-
丰台,莲怡园北路1号院 ,3室1厅,79.26,673,84911,,东南,简装,无电梯,中楼层(共6层)1998年建板楼,,-
丰台,园博府 ,3室2厅,193.91,980,50539,,南,其他,无,中楼层(共18层)2014年建板楼,,-
丰台,银地家园 ,4室2厅,134.38,620,46138,,南北,简装,无电梯,高楼层(共7层)2001年建板楼,,-
丰台,北京方向 ,1室1厅,61.36,425,69264,,南,精装,无,顶层(共14层),,-
丰台,嘉园二里 ,3室1厅,90.3,600,66446,,南北,其他,无电梯,中楼层(共6层)1998年建板楼,,-
石景山,模式口西里 ,2室1厅,61.72,285,46177,房本满五年,南北,简装,无,中楼层(共6层)1990年建板楼,,-
石景山,远洋沁山水 ,2室2厅,85.67,880,102720,房本满五年,南北,精装,有电梯,低楼层(共20层)2009年建板楼,,-
石景山,海特花园小区 ,3室1厅,97.29,535,54991,房本满五年,东西北,精装,有电梯,高楼层(共18层)1999年建塔楼,,-
石景山,海特花园小区 ,2室1厅,80.62,399,49492,房本满五年,东南,其他,有电梯,低楼层(共18层)1996年建塔楼,,-
石景山,八角北里 ,2室1厅,57.81,326,56392,房本满五年,东南,简装,有电梯,高楼层(共18层)1989年建塔楼,,-
石景山,远洋山水 ,2室1厅,101.76,710,69773,房本满五年,西北,精装,有电梯,低楼层(共27层)2007年建塔楼,,-
石景山,远洋山水 ,3室2厅,148.56,1250,84142,房本满五年,南北,精装,有电梯,中楼层(共19层)2006年建板塔结合,,-
石景山,远洋山水 ,3室1厅,134.27,1020,75967,房本满五年,南北,精装,有电梯,低楼层(共26层)2005年建板塔结合,,-
石景山,雍景四季 ,2室1厅,99.1,642,64784,房本满五年,东北,精装,有电梯,高楼层(共21层)2009年建板塔结合,,-
石景山,金顶阳光 ,2室1厅,89.78,470,52351,房本满五年,南北,简装,有电梯,中楼层(共21层)2009年建塔楼,,-
石景山,六场宿舍 ,2室1厅,56.04,320,57103,房本满五年,南北,精装,无电梯,顶层(共6层)1988年建板楼,,-
石景山,五芳园 ,1室1厅,45.6,270,59211,房本满五年,南,简装,无,高楼层(共6层)1993年建板楼,,-
石景山,八角南里 ,2室1厅,85.36,470,55061,房本满五年,东,简装,无,高楼层(共20层)1996年建塔楼,,-
石景山,碣石坪 ,3室1厅,99.86,570,57080,房本满五年,南西北,简装,无,中楼层(共24层)2001年建板塔结合,,-
石景山,黄南苑 ,2室1厅,81.15,446,54960,房本满五年,南,精装,有电梯,中楼层(共24层)2001年建塔楼,,-
石景山,永乐东区 ,2室1厅,59.04,321,54370,房本满五年,南北,简装,无电梯,高楼层(共6层)1987年建板楼,,-
石景山,远洋山水 ,2室1厅,101.73,760,74708,房本满五年,南,精装,有电梯,中楼层(共26层)2006年建板塔结合,,-
石景山,御景山 ,2室1厅,98.77,560,56698,房本满五年,东北,简装,无,高楼层(共14层)2003年建板塔结合,,-
石景山,海特花园小区 ,4室3厅,141.64,630,44479,房本满五年,南北,简装,无电梯,高楼层(共7层)1995年建板楼,,-
石景山,玉兴园 ,2室1厅,84.32,716,84915,房本满五年,南北,精装,无,中楼层(共6层)2002年建板楼,,-
石景山,地铁古城家园 ,3室2厅,103.38,509,49236,房本满五年,东北,其他,有电梯,高楼层(共24层)2001年建塔楼,,-
石景山,八角南路 ,2室1厅,51.19,310,60559,房本满五年,东西,简装,无电梯,底层(共6层)1984年建板楼,,-
石景山,金顶阳光 ,2室1厅,90.47,470,51951,房本满五年,南,简装,有电梯,底层(共17层)2009年建板楼,,-
石景山,八角北路 ,2室1厅,54.89,308,56113,,南,简装,无,低楼层(共6层)1985年建板楼,,-
石景山,京汉旭城 ,2室1厅,77.77,480,61721,,西南,其他,无,低楼层(共23层)2004年建塔楼,,-
石景山,广安﹒康馨家园 ,1室1厅,60.07,290,48278,,东西,其他,无,低楼层(共10层)2015年建板塔结合,,-
